207.46.13.53 - - [29/Oct/2020:06:26:53 +0200] "GET /robots.txt HTTP/1.1" 302 455 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
89.254.128.19 - - [29/Oct/2020:07:57:39 +0200] "GET / HTTP/1.1" 302 435 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0"
80.232.145.94 - - [29/Oct/2020:08:03:28 +0200] "GET /tmp/cache/stylesheet_combined_e25608a4abafe541b5c21a4d15b6f953.css HTTP/1.1" 302 567 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:28 +0200] "GET /js/jquery.js HTTP/1.1" 302 458 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:28 +0200] "GET /js/ga.js HTTP/1.1" 302 450 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:28 +0200] "GET /js/jcarousellite.js HTTP/1.1" 302 472 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:28 +0200] "GET /css/jquery-ui.css HTTP/1.1" 302 469 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:28 +0200] "GET /modules/Showtime/templates/jquery/jquery.cycle.all.min.js HTTP/1.1" 302 549 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:28 +0200] "GET /js/script.js HTTP/1.1" 302 458 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:28 +0200] "GET /modules/Showtime/templates/css/Show_2.css HTTP/1.1" 302 516 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:28 +0200] "GET /js/jquery-ui.js HTTP/1.1" 302 464 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:28 +0200] "GET /uploads/background/izobrazhenie_219.jpg HTTP/1.1" 302 512 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:28 +0200] "GET /images/phone.png HTTP/1.1" 302 466 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:28 +0200] "GET /uploads/images/slider_lv.jpg HTTP/1.1" 302 490 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:28 +0200] "GET /images/blank.gif HTTP/1.1" 302 467 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:28 +0200] "GET /uploads/images/slider1_lv.jpg HTTP/1.1" 302 493 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:28 +0200] "GET /uploads/images/slider3_lv.jpg HTTP/1.1" 302 493 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:28 +0200] "GET /uploads/images/slider4_lv.jpg HTTP/1.1" 302 493 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:30 +0200] "GET /js/script.js HTTP/1.1" 302 458 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:30 +0200] "GET /js/jcarousellite.js HTTP/1.1" 302 472 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:31 +0200] "GET /modules/Showtime/templates/css/Show_2.css HTTP/1.1" 302 516 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:31 +0200] "GET /modules/Showtime/templates/jquery/jquery.cycle.all.min.js HTTP/1.1" 302 548 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:31 +0200] "GET /uploads/background/izobrazhenie_219.jpg HTTP/1.1" 302 512 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:31 +0200] "GET /images/phone.png HTTP/1.1" 302 466 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:31 +0200] "GET /images/blank.gif HTTP/1.1" 302 466 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:31 +0200] "GET /uploads/images/slider_lv.jpg HTTP/1.1" 302 490 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:31 +0200] "GET /uploads/images/slider1_lv.jpg HTTP/1.1" 302 492 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:31 +0200] "GET /uploads/images/slider4_lv.jpg HTTP/1.1" 302 492 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:31 +0200] "GET /uploads/blocks/ban1.png HTTP/1.1" 302 480 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:31 +0200] "GET /uploads/blocks/ban2.png HTTP/1.1" 302 480 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:31 +0200] "GET /uploads/blocks/ban3.png HTTP/1.1" 302 480 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:03:31 +0200] "GET /uploads/images/slider3_lv.jpg HTTP/1.1" 302 492 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
212.193.117.226 - - [29/Oct/2020:08:03:41 +0200] "GET / HTTP/1.1" 302 435 "" "Mozilla/5.0 (compatible; tldstat.com/Bot; +http://tldstat.com/bot.html)"
80.232.145.94 - - [29/Oct/2020:08:03:59 +0200] "GET /index.php?page=s-opticheskim-internetom-v-chastnom-dome-2 HTTP/1.1" 302 549 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:56 +0200] "GET /tmp/cache/stylesheet_combined_e25608a4abafe541b5c21a4d15b6f953.css HTTP/1.1" 302 567 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:56 +0200] "GET /css/jquery-ui.css HTTP/1.1" 302 468 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:56 +0200] "GET /js/jquery-ui.js HTTP/1.1" 302 464 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:56 +0200] "GET /js/jcarousellite.js HTTP/1.1" 302 472 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:56 +0200] "GET /js/jquery.js HTTP/1.1" 302 458 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:56 +0200] "GET /js/ga.js HTTP/1.1" 302 450 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:56 +0200] "GET /modules/Showtime/templates/css/Show_2.css HTTP/1.1" 302 516 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:56 +0200] "GET /js/script.js HTTP/1.1" 302 459 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:56 +0200] "GET /modules/Showtime/templates/jquery/jquery.cycle.all.min.js HTTP/1.1" 302 548 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:57 +0200] "GET /uploads/background/izobrazhenie_219.jpg HTTP/1.1" 302 512 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:57 +0200] "GET /images/phone.png HTTP/1.1" 302 466 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:57 +0200] "GET /images/blank.gif HTTP/1.1" 302 466 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:57 +0200] "GET /uploads/images/slider_lv.jpg HTTP/1.1" 302 490 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:57 +0200] "GET /uploads/images/slider3_lv.jpg HTTP/1.1" 302 492 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:57 +0200] "GET /uploads/images/slider1_lv.jpg HTTP/1.1" 302 492 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:57 +0200] "GET /uploads/images/slider4_lv.jpg HTTP/1.1" 302 492 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:58 +0200] "GET /js/jquery-ui.js HTTP/1.1" 302 464 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:59 +0200] "GET /js/script.js HTTP/1.1" 302 458 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:59 +0200] "GET /js/jcarousellite.js HTTP/1.1" 302 472 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:59 +0200] "GET /modules/Showtime/templates/css/Show_2.css HTTP/1.1" 302 516 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:59 +0200] "GET /modules/Showtime/templates/jquery/jquery.cycle.all.min.js HTTP/1.1" 302 548 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
80.232.145.94 - - [29/Oct/2020:08:06:59 +0200] "GET /uploads/background/izobrazhenie_219.jpg HTTP/1.1" 302 512 "http://ns.ostkom.lv/" "Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0"
